studentId,firstName,lastName,DOB,class,score,status,photoPath
1.0,Sfohqvaa,Vjq,2004-08-18,Class4,71.0,1.0,
2.0,Gdkywy,Ysnzl,2004-11-03,Class5,87.0,1.0,
3.0,Qyhl,Xmdaq,2003-06-23,Class5,71.0,1.0,
4.0,Xpzemf,Rhrd,2005-12-15,Class5,73.0,1.0,
5.0,Llouuxw,Thjq,2002-01-25,Class2,95.0,1.0,
6.0,Llqant,Midbsan,2009-10-24,Class5,85.0,1.0,
7.0,Duvmpgdd,Ref,2005-04-08,Class5,69.0,1.0,
8.0,Gajzk,Yxmujui,2000-08-17,Class5,74.0,1.0,
9.0,Owsu,Gzrpnfsd,2007-06-19,Class1,92.0,1.0,
10.0,Qsgkvst,Dztvtbm,2008-07-11,Class5,89.0,1.0,
